match_id,batting_team,bowling_team,venue,pitch_type,pitch_condition,current_score,overs_completed,wickets_out,runs_last_5_overs,overs_remaining,wickets_remaining,run_rate,season,final_score
22268,RCB,RR,Wankhede Stadium,Balanced,Flat,84,7,4,42,13,6,12.0,2015,266
22269,DC,RR,Chinnaswamy Stadium,Batting Friendly,Hard,93,11,0,77,9,10,8.45,2008,253
22270,DC,SRH,Sawai Mansingh Stadium,Balanced,Dusty,193,17,0,23,3,10,11.35,2012,244
22271,RCB,KKR,Arun Jaitley Stadium,Balanced,Hard,93,16,2,44,4,8,5.81,2016,119
22272,PBKS,RR,Sawai Mansingh Stadium,Batting Friendly,Hard,79,7,1,54,13,9,11.29,2009,270
22273,CSK,RR,Sawai Mansingh Stadium,Bowling Friendly,Dusty,184,19,2,58,1,8,9.68,2024,195
22274,DC,PBKS,Chinnaswamy Stadium,Bowling Friendly,Green,55,8,0,74,12,10,6.88,2008,160
22275,RR,MI,Chinnaswamy Stadium,Balanced,Dusty,79,12,3,46,8,7,6.58,2012,161
22276,RCB,MI,Chinnaswamy Stadium,Bowling Friendly,Dusty,137,15,9,76,5,1,9.13,2011,175
22277,RR,RCB,Rajiv Gandhi Stadium,Balanced,Hard,62,7,1,67,13,9,8.86,2020,244
22278,DC,MI,Eden Gardens,Bowling Friendly,Flat,40,6,4,39,14,6,6.67,2018,129
22279,PBKS,RR,Arun Jaitley Stadium,Balanced,Flat,49,6,3,55,14,7,8.17,2012,194
22280,KKR,MI,Rajiv Gandhi Stadium,Bowling Friendly,Green,64,10,7,21,10,3,6.4,2015,106
22281,PBKS,DC,Narendra Modi Stadium,Bowling Friendly,Dusty,58,9,0,43,11,10,6.44,2011,161
22282,PBKS,GT,Eden Gardens,Bowling Friendly,Dry,99,19,6,60,1,4,5.21,2020,104
22283,LSG,MI,Rajiv Gandhi Stadium,Batting Friendly,Dusty,75,7,4,79,13,6,10.71,2009,270
22284,PBKS,DC,Wankhede Stadium,Batting Friendly,Dry,96,14,2,44,6,8,6.86,2013,161
22285,SRH,DC,Chinnaswamy Stadium,Balanced,Hard,86,9,6,69,11,4,9.56,2012,192
22286,CSK,SRH,Narendra Modi Stadium,Batting Friendly,Dry,22,5,7,51,15,3,4.4,2018,90
22287,KKR,CSK,Chepauk Stadium,Batting Friendly,Dry,143,15,4,46,5,6,9.53,2011,202
22288,CSK,LSG,Chinnaswamy Stadium,Batting Friendly,Green,107,9,3,67,11,7,11.89,2016,270
22289,CSK,PBKS,Rajiv Gandhi Stadium,Bowling Friendly,Hard,38,6,2,38,14,8,6.33,2024,129
22290,KKR,DC,Wankhede Stadium,Bowling Friendly,Dry,156,14,5,18,6,5,11.14,2011,215
22291,DC,PBKS,Narendra Modi Stadium,Balanced,Green,99,10,4,76,10,6,9.9,2014,225
22292,DC,RR,Chinnaswamy Stadium,Balanced,Dry,66,7,9,77,13,1,9.43,2017,147
22293,CSK,RR,Rajiv Gandhi Stadium,Batting Friendly,Green,50,10,2,24,10,8,5.0,2017,126
22294,SRH,MI,Rajiv Gandhi Stadium,Batting Friendly,Dry,61,15,9,67,5,1,4.07,2008,82
22295,GT,PBKS,Rajiv Gandhi Stadium,Batting Friendly,Dry,52,8,2,41,12,8,6.5,2011,178
22296,CSK,LSG,Wankhede Stadium,Balanced,Dusty,63,11,6,58,9,4,5.73,2019,109
22297,CSK,LSG,Sawai Mansingh Stadium,Balanced,Hard,200,17,3,49,3,7,11.76,2010,244
22298,LSG,DC,Chepauk Stadium,Balanced,Flat,110,13,7,47,7,3,8.46,2020,154
22299,MI,DC,Sawai Mansingh Stadium,Bowling Friendly,Green,94,11,0,65,9,10,8.55,2014,193
22300,KKR,CSK,Chepauk Stadium,Bowling Friendly,Green,119,19,1,48,1,9,6.26,2013,135
22301,RCB,DC,Chinnaswamy Stadium,Bowling Friendly,Green,61,6,2,61,14,8,10.17,2010,223
22302,RR,GT,Arun Jaitley Stadium,Balanced,Dusty,66,11,8,41,9,2,6.0,2016,121
22303,RR,GT,Eden Gardens,Bowling Friendly,Green,65,8,5,47,12,5,8.12,2016,162
22304,MI,RCB,Wankhede Stadium,Balanced,Green,84,8,2,20,12,8,10.5,2018,270
22305,KKR,RCB,Wankhede Stadium,Bowling Friendly,Green,85,12,9,60,8,1,7.08,2009,110
22306,GT,LSG,Wankhede Stadium,Bowling Friendly,Hard,107,14,2,53,6,8,7.64,2008,168
22307,SRH,KKR,Chinnaswamy Stadium,Balanced,Flat,60,8,4,55,12,6,7.5,2019,176
22308,DC,RR,Wankhede Stadium,Balanced,Flat,222,19,4,64,1,6,11.68,2009,249
22309,RCB,GT,Chepauk Stadium,Balanced,Dry,38,9,8,28,11,2,4.22,2009,69
22310,MI,KKR,Chepauk Stadium,Balanced,Hard,35,7,6,37,13,4,5.0,2018,91
22311,DC,MI,Arun Jaitley Stadium,Batting Friendly,Dusty,88,19,7,58,1,3,4.63,2016,98
22312,CSK,LSG,Rajiv Gandhi Stadium,Batting Friendly,Green,127,12,1,42,8,9,10.58,2019,270
22313,SRH,DC,Wankhede Stadium,Balanced,Dusty,89,9,4,16,11,6,9.89,2016,211
22314,RCB,DC,Chepauk Stadium,Batting Friendly,Dusty,56,9,4,19,11,6,6.22,2022,144
22315,KKR,CSK,Narendra Modi Stadium,Batting Friendly,Green,65,16,7,15,4,3,4.06,2016,85
22316,RCB,PBKS,Wankhede Stadium,Batting Friendly,Green,91,12,4,26,8,6,7.58,2012,190
22317,KKR,MI,Arun Jaitley Stadium,Bowling Friendly,Dusty,77,9,8,71,11,2,8.56,2011,142
22318,LSG,CSK,Sawai Mansingh Stadium,Batting Friendly,Dusty,32,7,6,25,13,4,4.57,2016,107
22319,DC,RCB,Sawai Mansingh Stadium,Bowling Friendly,Dusty,47,7,6,18,13,4,6.71,2013,130
22320,KKR,CSK,Chinnaswamy Stadium,Batting Friendly,Flat,86,9,1,27,11,9,9.56,2021,270
22321,DC,MI,Eden Gardens,Balanced,Dry,25,6,5,53,14,5,4.17,2021,99
22322,DC,PBKS,Eden Gardens,Batting Friendly,Flat,76,8,2,54,12,8,9.5,2008,269
22323,DC,KKR,Rajiv Gandhi Stadium,Bowling Friendly,Hard,183,19,1,52,1,9,9.63,2019,199
22324,KKR,GT,Chepauk Stadium,Bowling Friendly,Green,39,8,9,20,12,1,4.88,2020,72
22325,DC,SRH,Arun Jaitley Stadium,Balanced,Dusty,77,16,6,52,4,4,4.81,2013,102
22326,RR,RCB,Wankhede Stadium,Batting Friendly,Flat,71,6,9,17,14,1,11.83,2022,208
22327,LSG,RCB,Wankhede Stadium,Bowling Friendly,Dusty,69,7,5,39,13,5,9.86,2019,191
22328,MI,PBKS,Wankhede Stadium,Batting Friendly,Green,167,13,6,47,7,4,12.85,2019,270
22329,RCB,RR,Arun Jaitley Stadium,Batting Friendly,Dry,45,8,3,39,12,7,5.62,2020,152
22330,SRH,RR,Narendra Modi Stadium,Balanced,Flat,100,19,7,40,1,3,5.26,2021,100
22331,GT,CSK,Narendra Modi Stadium,Balanced,Hard,140,14,8,27,6,2,10.0,2020,193
22332,RCB,CSK,Chinnaswamy Stadium,Balanced,Dry,96,13,8,20,7,2,7.38,2014,136
22333,GT,SRH,Eden Gardens,Bowling Friendly,Green,105,11,4,55,9,6,9.55,2008,190
22334,MI,RCB,Narendra Modi Stadium,Bowling Friendly,Hard,204,18,1,76,2,9,11.33,2016,243
22335,PBKS,DC,Narendra Modi Stadium,Bowling Friendly,Flat,101,12,0,16,8,10,8.42,2017,190
22336,PBKS,MI,Wankhede Stadium,Batting Friendly,Dry,54,8,6,36,12,4,6.75,2019,143
22337,LSG,DC,Chinnaswamy Stadium,Batting Friendly,Dusty,43,6,5,77,14,5,7.17,2009,185
22338,GT,RCB,Wankhede Stadium,Balanced,Hard,43,6,3,44,14,7,7.17,2015,165
22339,RCB,GT,Chepauk Stadium,Batting Friendly,Dusty,135,11,6,57,9,4,12.27,2015,267
22340,GT,RCB,Chepauk Stadium,Balanced,Flat,127,12,7,78,8,3,10.58,2011,211
22341,MI,RR,Rajiv Gandhi Stadium,Batting Friendly,Flat,86,13,8,43,7,2,6.62,2011,134
22342,MI,CSK,Sawai Mansingh Stadium,Bowling Friendly,Hard,33,7,2,80,13,8,4.71,2020,113
22343,MI,DC,Arun Jaitley Stadium,Balanced,Flat,42,9,1,58,11,9,4.67,2021,127
22344,GT,SRH,Sawai Mansingh Stadium,Balanced,Dusty,94,12,2,17,8,8,7.83,2008,193
22345,MI,RR,Sawai Mansingh Stadium,Bowling Friendly,Dry,44,5,0,69,15,10,8.8,2023,210
22346,RR,GT,Eden Gardens,Batting Friendly,Dusty,55,7,6,35,13,4,7.86,2015,185
22347,MI,CSK,Chepauk Stadium,Balanced,Hard,45,7,3,71,13,7,6.43,2009,166
22348,CSK,DC,Chinnaswamy Stadium,Batting Friendly,Flat,112,11,6,64,9,4,10.18,2020,220
22349,LSG,DC,Narendra Modi Stadium,Bowling Friendly,Green,70,7,5,37,13,5,10.0,2019,193
22350,KKR,CSK,Sawai Mansingh Stadium,Batting Friendly,Dusty,174,19,6,59,1,4,9.16,2021,191
22351,RCB,DC,Arun Jaitley Stadium,Bowling Friendly,Green,32,5,8,31,15,2,6.4,2024,87
22352,LSG,RCB,Narendra Modi Stadium,Balanced,Dusty,23,5,2,76,15,8,4.6,2023,112
22353,MI,RR,Rajiv Gandhi Stadium,Balanced,Dry,90,18,0,19,2,10,5.0,2015,120
22354,LSG,CSK,Rajiv Gandhi Stadium,Balanced,Green,53,6,9,52,14,1,8.83,2010,141
22355,PBKS,LSG,Rajiv Gandhi Stadium,Bowling Friendly,Dusty,101,12,3,46,8,7,8.42,2008,184
22356,CSK,RCB,Sawai Mansingh Stadium,Balanced,Dusty,71,17,6,19,3,4,4.18,2010,75
22357,DC,CSK,Chinnaswamy Stadium,Balanced,Dusty,134,17,0,64,3,10,7.88,2023,176
22358,DC,PBKS,Arun Jaitley Stadium,Bowling Friendly,Flat,50,10,8,48,10,2,5.0,2020,96
22359,DC,SRH,Arun Jaitley Stadium,Balanced,Flat,158,19,3,65,1,7,8.32,2019,174
22360,RCB,LSG,Arun Jaitley Stadium,Balanced,Flat,55,5,0,71,15,10,11.0,2023,270
22361,SRH,LSG,Eden Gardens,Batting Friendly,Hard,110,16,7,79,4,3,6.88,2020,154
22362,LSG,RCB,Narendra Modi Stadium,Bowling Friendly,Dusty,172,19,5,55,1,5,9.05,2010,176
22363,CSK,SRH,Rajiv Gandhi Stadium,Bowling Friendly,Flat,134,18,7,55,2,3,7.44,2015,142
22364,MI,DC,Sawai Mansingh Stadium,Batting Friendly,Dry,198,15,0,70,5,10,13.2,2014,270
22365,RCB,GT,Arun Jaitley Stadium,Batting Friendly,Green,73,18,1,61,2,9,4.06,2020,94
22366,KKR,CSK,Wankhede Stadium,Bowling Friendly,Dusty,93,11,6,74,9,4,8.45,2018,153
22367,RR,CSK,Rajiv Gandhi Stadium,Batting Friendly,Green,84,15,9,57,5,1,5.6,2010,100
22368,RR,LSG,Wankhede Stadium,Balanced,Flat,129,13,8,77,7,2,9.92,2015,195
22369,RCB,GT,Eden Gardens,Balanced,Dry,54,9,7,16,11,3,6.0,2023,115
22370,GT,LSG,Sawai Mansingh Stadium,Balanced,Flat,131,13,5,47,7,5,10.08,2010,202
22371,DC,RCB,Eden Gardens,Bowling Friendly,Dusty,127,12,6,53,8,4,10.58,2022,191
22372,DC,RR,Wankhede Stadium,Balanced,Flat,127,18,2,26,2,8,7.06,2019,141
22373,CSK,RCB,Arun Jaitley Stadium,Batting Friendly,Dusty,78,13,0,64,7,10,6.0,2014,148
22374,GT,RR,Narendra Modi Stadium,Balanced,Hard,174,17,3,51,3,7,10.24,2020,207
22375,CSK,SRH,Wankhede Stadium,Bowling Friendly,Flat,94,10,7,80,10,3,9.4,2011,167
22376,LSG,RCB,Chinnaswamy Stadium,Batting Friendly,Dry,98,13,5,71,7,5,7.54,2022,170
22377,KKR,CSK,Arun Jaitley Stadium,Balanced,Dry,88,18,4,68,2,6,4.89,2022,111
22378,KKR,DC,Chepauk Stadium,Balanced,Green,100,10,5,63,10,5,10.0,2010,222
22379,LSG,KKR,Narendra Modi Stadium,Balanced,Green,86,8,5,30,12,5,10.75,2018,231
22380,PBKS,MI,Sawai Mansingh Stadium,Balanced,Dusty,137,15,8,60,5,2,9.13,2018,177
22381,DC,LSG,Rajiv Gandhi Stadium,Batting Friendly,Green,175,19,8,74,1,2,9.21,2013,179
22382,PBKS,SRH,Rajiv Gandhi Stadium,Bowling Friendly,Hard,161,19,9,28,1,1,8.47,2012,161
22383,GT,LSG,Eden Gardens,Batting Friendly,Green,61,8,0,16,12,10,7.62,2016,244
22384,KKR,RR,Chinnaswamy Stadium,Balanced,Hard,201,19,5,37,1,5,10.58,2023,219
22385,GT,RR,Narendra Modi Stadium,Balanced,Dusty,64,12,8,75,8,2,5.33,2012,101
22386,RR,KKR,Chepauk Stadium,Balanced,Dry,111,12,0,52,8,10,9.25,2017,231
22387,GT,CSK,Chepauk Stadium,Balanced,Green,106,15,9,51,5,1,7.07,2018,120
22388,RCB,RR,Rajiv Gandhi Stadium,Batting Friendly,Dusty,48,5,2,64,15,8,9.6,2020,270
22389,LSG,PBKS,Chinnaswamy Stadium,Bowling Friendly,Dusty,110,10,5,75,10,5,11.0,2010,217
22390,KKR,RCB,Chinnaswamy Stadium,Bowling Friendly,Dry,55,6,5,23,14,5,9.17,2016,157
22391,KKR,RCB,Rajiv Gandhi Stadium,Batting Friendly,Dusty,180,17,2,22,3,8,10.59,2022,236
22392,RCB,DC,Chinnaswamy Stadium,Balanced,Flat,68,8,8,26,12,2,8.5,2008,153
22393,CSK,RCB,Wankhede Stadium,Bowling Friendly,Green,80,13,2,27,7,8,6.15,2019,139
22394,KKR,CSK,Chepauk Stadium,Balanced,Flat,110,16,0,42,4,10,6.88,2015,163
22395,KKR,RCB,Sawai Mansingh Stadium,Batting Friendly,Flat,209,18,6,80,2,4,11.61,2022,229
22396,SRH,PBKS,Chepauk Stadium,Batting Friendly,Green,74,8,7,64,12,3,9.25,2020,197
22397,LSG,PBKS,Sawai Mansingh Stadium,Batting Friendly,Flat,58,6,5,63,14,5,9.67,2009,243
22398,GT,PBKS,Chepauk Stadium,Balanced,Hard,22,5,2,37,15,8,4.4,2009,104
22399,PBKS,KKR,Sawai Mansingh Stadium,Batting Friendly,Hard,91,7,2,39,13,8,13.0,2021,270
22400,SRH,LSG,Narendra Modi Stadium,Balanced,Green,62,7,6,41,13,4,8.86,2008,187
22401,LSG,RR,Eden Gardens,Batting Friendly,Flat,85,8,8,27,12,2,10.62,2018,218
22402,LSG,KKR,Sawai Mansingh Stadium,Balanced,Green,216,19,1,78,1,9,11.37,2018,231
22403,GT,KKR,Narendra Modi Stadium,Batting Friendly,Flat,124,12,1,31,8,9,10.33,2017,270
22404,PBKS,LSG,Chepauk Stadium,Batting Friendly,Flat,108,8,9,33,12,1,13.5,2019,242
22405,DC,RR,Rajiv Gandhi Stadium,Balanced,Dry,44,7,2,72,13,8,6.29,2010,149
22406,LSG,MI,Chepauk Stadium,Bowling Friendly,Hard,124,13,1,16,7,9,9.54,2009,206
22407,PBKS,KKR,Arun Jaitley Stadium,Batting Friendly,Green,128,12,1,22,8,9,10.67,2011,270
22408,DC,KKR,Rajiv Gandhi Stadium,Batting Friendly,Dry,122,12,4,63,8,6,10.17,2012,237
22409,DC,SRH,Chepauk Stadium,Bowling Friendly,Dusty,156,18,8,60,2,2,8.67,2012,161
22410,SRH,KKR,Wankhede Stadium,Batting Friendly,Hard,174,16,0,55,4,10,10.88,2011,249
22411,RR,RCB,Chepauk Stadium,Batting Friendly,Dry,130,11,0,16,9,10,11.82,2022,270
22412,CSK,PBKS,Wankhede Stadium,Batting Friendly,Dusty,63,11,5,58,9,5,5.73,2021,121
22413,CSK,LSG,Rajiv Gandhi Stadium,Batting Friendly,Hard,121,12,8,46,8,2,10.08,2019,204
22414,LSG,SRH,Chepauk Stadium,Batting Friendly,Dusty,39,6,4,56,14,6,6.5,2015,170
22415,PBKS,MI,Narendra Modi Stadium,Balanced,Dry,45,8,1,73,12,9,5.62,2014,145
22416,RCB,RR,Eden Gardens,Batting Friendly,Dusty,76,5,1,27,15,9,15.2,2015,270
22417,SRH,KKR,Arun Jaitley Stadium,Balanced,Dusty,105,17,7,69,3,3,6.18,2018,129
22418,KKR,RR,Rajiv Gandhi Stadium,Bowling Friendly,Flat,56,6,6,38,14,4,9.33,2011,170
22419,LSG,GT,Chepauk Stadium,Batting Friendly,Hard,108,15,2,43,5,8,7.2,2024,160
22420,GT,DC,Eden Gardens,Balanced,Hard,43,5,9,56,15,1,8.6,2010,145
22421,SRH,LSG,Narendra Modi Stadium,Balanced,Green,77,13,3,48,7,7,5.92,2024,126
22422,PBKS,KKR,Eden Gardens,Balanced,Hard,121,14,8,67,6,2,8.64,2009,165
22423,PBKS,MI,Eden Gardens,Bowling Friendly,Dusty,47,7,0,65,13,10,6.71,2012,161
22424,GT,RCB,Eden Gardens,Batting Friendly,Hard,152,12,4,46,8,6,12.67,2015,270
22425,RR,GT,Chepauk Stadium,Bowling Friendly,Green,47,11,2,48,9,8,4.27,2012,90
22426,DC,MI,Chepauk Stadium,Batting Friendly,Dusty,79,14,4,41,6,6,5.64,2020,120
22427,CSK,LSG,Narendra Modi Stadium,Bowling Friendly,Flat,87,9,7,46,11,3,9.67,2011,159
22428,MI,SRH,Arun Jaitley Stadium,Batting Friendly,Green,174,19,8,41,1,2,9.16,2016,197
22429,CSK,DC,Wankhede Stadium,Balanced,Hard,33,8,4,51,12,6,4.12,2010,87
22430,KKR,LSG,Chinnaswamy Stadium,Batting Friendly,Hard,97,16,0,40,4,10,6.06,2023,149
22431,MI,RCB,Rajiv Gandhi Stadium,Bowling Friendly,Green,86,8,2,24,12,8,10.75,2011,226
22432,LSG,KKR,Chinnaswamy Stadium,Batting Friendly,Hard,52,5,2,40,15,8,10.4,2018,270
22433,RCB,CSK,Eden Gardens,Bowling Friendly,Dry,166,18,2,72,2,8,9.22,2011,200
22434,RR,KKR,Wankhede Stadium,Batting Friendly,Dusty,30,5,1,15,15,9,6.0,2023,185
22435,PBKS,RR,Chepauk Stadium,Batting Friendly,Flat,159,18,1,31,2,9,8.83,2018,198
22436,CSK,KKR,Eden Gardens,Balanced,Hard,205,19,5,66,1,5,10.79,2022,211
22437,DC,SRH,Narendra Modi Stadium,Batting Friendly,Dry,115,14,4,49,6,6,8.21,2021,185
22438,PBKS,RR,Chinnaswamy Stadium,Bowling Friendly,Dry,135,13,7,21,7,3,10.38,2015,182
22439,MI,KKR,Arun Jaitley Stadium,Balanced,Hard,80,15,4,65,5,6,5.33,2016,105
22440,LSG,GT,Wankhede Stadium,Batting Friendly,Hard,102,14,8,17,6,2,7.29,2016,139
22441,PBKS,RCB,Wankhede Stadium,Balanced,Dusty,39,5,1,20,15,9,7.8,2008,207
22442,KKR,SRH,Eden Gardens,Balanced,Hard,92,15,3,18,5,7,6.13,2020,122
22443,PBKS,RCB,Chinnaswamy Stadium,Batting Friendly,Hard,174,17,7,78,3,3,10.24,2019,203
22444,RCB,KKR,Wankhede Stadium,Batting Friendly,Dusty,175,18,8,59,2,2,9.72,2015,207
22445,MI,KKR,Wankhede Stadium,Balanced,Green,127,14,3,39,6,7,9.07,2021,190
22446,DC,SRH,Eden Gardens,Bowling Friendly,Hard,38,5,6,45,15,4,7.6,2008,122
22447,LSG,CSK,Eden Gardens,Batting Friendly,Dusty,147,12,3,42,8,7,12.25,2021,270
22448,RCB,RR,Eden Gardens,Balanced,Green,96,19,5,46,1,5,5.05,2023,96
22449,GT,DC,Chinnaswamy Stadium,Batting Friendly,Green,163,15,3,73,5,7,10.87,2012,247
22450,KKR,PBKS,Eden Gardens,Balanced,Dry,147,17,3,67,3,7,8.65,2021,186
22451,KKR,CSK,Chinnaswamy Stadium,Bowling Friendly,Dusty,87,19,0,49,1,10,4.58,2010,87
22452,CSK,GT,Narendra Modi Stadium,Balanced,Hard,92,19,9,37,1,1,4.84,2023,106
22453,LSG,PBKS,Wankhede Stadium,Balanced,Dusty,180,19,7,22,1,3,9.47,2019,183
22454,PBKS,GT,Wankhede Stadium,Balanced,Hard,103,11,3,62,9,7,9.36,2016,222
22455,RR,SRH,Narendra Modi Stadium,Batting Friendly,Dry,167,19,6,59,1,4,8.79,2015,172
22456,RR,RCB,Chepauk Stadium,Bowling Friendly,Dusty,195,19,4,50,1,6,10.26,2011,203
22457,SRH,DC,Arun Jaitley Stadium,Balanced,Hard,44,10,0,72,10,10,4.4,2015,122
22458,LSG,GT,Chepauk Stadium,Balanced,Flat,40,5,8,40,15,2,8.0,2022,130
22459,RCB,CSK,Eden Gardens,Batting Friendly,Dry,73,17,5,61,3,5,4.29,2008,94
22460,CSK,LSG,Wankhede Stadium,Bowling Friendly,Dusty,69,10,8,23,10,2,6.9,2015,112
22461,RR,RCB,Rajiv Gandhi Stadium,Batting Friendly,Green,83,11,5,67,9,5,7.55,2016,173
22462,KKR,DC,Chinnaswamy Stadium,Balanced,Flat,50,5,7,21,15,3,10.0,2019,199
22463,GT,PBKS,Chepauk Stadium,Balanced,Dry,131,15,3,73,5,7,8.73,2015,191
22464,RCB,DC,Wankhede Stadium,Balanced,Flat,44,8,7,65,12,3,5.5,2011,107
22465,RR,PBKS,Sawai Mansingh Stadium,Bowling Friendly,Dusty,53,7,1,22,13,9,7.57,2016,173
22466,LSG,CSK,Wankhede Stadium,Bowling Friendly,Dry,42,6,8,54,14,2,7.0,2008,114
22467,RR,SRH,Chepauk Stadium,Balanced,Dusty,67,6,4,22,14,6,11.17,2023,254
22468,RR,CSK,Eden Gardens,Balanced,Hard,64,6,3,63,14,7,10.67,2009,256
22469,KKR,GT,Sawai Mansingh Stadium,Balanced,Flat,29,6,5,37,14,5,4.83,2009,117
22470,KKR,MI,Chinnaswamy Stadium,Bowling Friendly,Dusty,89,10,3,51,10,7,8.9,2015,175
22471,RR,KKR,Narendra Modi Stadium,Balanced,Dry,111,13,1,78,7,9,8.54,2021,214
22472,RCB,SRH,Arun Jaitley Stadium,Batting Friendly,Dry,206,19,5,54,1,5,10.84,2014,225
22473,GT,CSK,Wankhede Stadium,Bowling Friendly,Green,79,8,0,16,12,10,9.88,2019,233
22474,RCB,RR,Wankhede Stadium,Batting Friendly,Dusty,78,15,2,50,5,8,5.2,2011,134
22475,RCB,PBKS,Narendra Modi Stadium,Bowling Friendly,Green,122,15,0,75,5,10,8.13,2022,166
22476,SRH,RR,Sawai Mansingh Stadium,Bowling Friendly,Dusty,182,19,4,54,1,6,9.58,2017,198
22477,RCB,GT,Chinnaswamy Stadium,Balanced,Flat,64,15,5,66,5,5,4.27,2010,96
22478,LSG,GT,Narendra Modi Stadium,Balanced,Green,119,13,4,64,7,6,9.15,2020,194
22479,KKR,LSG,Wankhede Stadium,Bowling Friendly,Green,128,13,9,24,7,1,9.85,2022,156
22480,SRH,DC,Wankhede Stadium,Bowling Friendly,Dry,85,14,5,41,6,5,6.07,2012,116
22481,GT,SRH,Narendra Modi Stadium,Batting Friendly,Green,88,14,3,68,6,7,6.29,2015,142
22482,CSK,KKR,Sawai Mansingh Stadium,Batting Friendly,Dusty,53,5,9,60,15,1,10.6,2010,188
22483,DC,SRH,Sawai Mansingh Stadium,Balanced,Green,44,6,3,64,14,7,7.33,2024,177
22484,KKR,PBKS,Chinnaswamy Stadium,Balanced,Hard,69,10,3,68,10,7,6.9,2020,164
22485,DC,KKR,Wankhede Stadium,Balanced,Dry,114,17,6,58,3,4,6.71,2013,142
22486,KKR,PBKS,Rajiv Gandhi Stadium,Bowling Friendly,Hard,88,10,2,56,10,8,8.8,2008,197
22487,LSG,KKR,Rajiv Gandhi Stadium,Balanced,Hard,46,11,6,70,9,4,4.18,2020,81
22488,GT,PBKS,Wankhede Stadium,Bowling Friendly,Green,88,10,3,57,10,7,8.8,2016,178
22489,RR,MI,Chepauk Stadium,Batting Friendly,Dusty,64,6,1,40,14,9,10.67,2020,270
22490,MI,GT,Rajiv Gandhi Stadium,Bowling Friendly,Dusty,162,17,6,26,3,4,9.53,2011,178
22491,SRH,RR,Narendra Modi Stadium,Bowling Friendly,Dusty,54,11,9,60,9,1,4.91,2008,82
22492,GT,MI,Chepauk Stadium,Balanced,Flat,75,14,9,37,6,1,5.36,2022,91
22493,CSK,LSG,Eden Gardens,Batting Friendly,Green,99,19,6,52,1,4,5.21,2011,103
22494,DC,RCB,Wankhede Stadium,Balanced,Flat,102,15,4,75,5,6,6.8,2014,157
22495,PBKS,SRH,Chinnaswamy Stadium,Balanced,Flat,27,6,3,63,14,7,4.5,2014,120
22496,MI,CSK,Wankhede Stadium,Bowling Friendly,Hard,99,19,1,67,1,9,5.21,2012,99
22497,GT,SRH,Eden Gardens,Batting Friendly,Green,62,12,4,22,8,6,5.17,2021,119
22498,GT,CSK,Chepauk Stadium,Balanced,Hard,80,17,8,48,3,2,4.71,2021,89
22499,SRH,DC,Sawai Mansingh Stadium,Bowling Friendly,Dusty,51,10,6,29,10,4,5.1,2011,82
22500,MI,PBKS,Chinnaswamy Stadium,Bowling Friendly,Green,31,7,0,78,13,10,4.43,2021,101
22501,RR,GT,Narendra Modi Stadium,Bowling Friendly,Flat,90,10,6,45,10,4,9.0,2022,174
22502,DC,PBKS,Wankhede Stadium,Bowling Friendly,Dusty,66,10,9,22,10,1,6.6,2024,109
22503,RR,SRH,Chepauk Stadium,Balanced,Hard,159,19,9,68,1,1,8.37,2008,179
22504,CSK,KKR,Sawai Mansingh Stadium,Balanced,Hard,126,19,5,25,1,5,6.63,2024,141
22505,DC,CSK,Eden Gardens,Balanced,Hard,97,13,2,72,7,8,7.46,2019,171
22506,CSK,DC,Narendra Modi Stadium,Bowling Friendly,Dry,121,13,8,76,7,2,9.31,2010,163
22507,DC,SRH,Eden Gardens,Batting Friendly,Hard,194,16,8,40,4,2,12.12,2020,246
22508,PBKS,RR,Chinnaswamy Stadium,Balanced,Green,191,16,0,75,4,10,11.94,2014,258
22509,DC,RR,Arun Jaitley Stadium,Balanced,Green,165,16,4,52,4,6,10.31,2008,218
22510,MI,DC,Eden Gardens,Batting Friendly,Dusty,136,13,0,75,7,10,10.46,2024,270
22511,GT,DC,Chepauk Stadium,Bowling Friendly,Hard,179,17,0,52,3,10,10.53,2009,211
22512,MI,SRH,Eden Gardens,Batting Friendly,Green,91,10,3,56,10,7,9.1,2010,223
22513,GT,RCB,Sawai Mansingh Stadium,Balanced,Hard,59,14,1,68,6,9,4.21,2012,105
22514,KKR,GT,Chinnaswamy Stadium,Bowling Friendly,Dusty,49,9,1,41,11,9,5.44,2016,135
22515,DC,MI,Arun Jaitley Stadium,Bowling Friendly,Hard,90,11,5,46,9,5,8.18,2022,169
22516,LSG,RCB,Sawai Mansingh Stadium,Batting Friendly,Dry,72,8,4,43,12,6,9.0,2010,236
22517,GT,CSK,Arun Jaitley Stadium,Balanced,Dry,24,6,7,30,14,3,4.0,2010,82
22518,CSK,LSG,Arun Jaitley Stadium,Batting Friendly,Flat,114,18,6,49,2,4,6.33,2008,140
22519,LSG,GT,Narendra Modi Stadium,Bowling Friendly,Dry,121,18,4,35,2,6,6.72,2023,130
22520,LSG,CSK,Chinnaswamy Stadium,Balanced,Hard,43,7,3,16,13,7,6.14,2020,147
22521,PBKS,GT,Arun Jaitley Stadium,Balanced,Flat,175,16,4,72,4,6,10.94,2022,223
22522,RCB,CSK,Rajiv Gandhi Stadium,Batting Friendly,Hard,134,11,3,41,9,7,12.18,2013,270
22523,KKR,SRH,Rajiv Gandhi Stadium,Balanced,Dry,170,18,5,44,2,5,9.44,2021,192
